User ID,Initial Emotion,Age,Gender,Occupation,Computer Operating Skill,Label,Response,Response Time,Current Emotion,Mouse Data

User ID,Initial Emotion,Age,Gender,Occupation,Computer Operating Skill,Label,Response,Response Time,Current Emotion,Mouse Data

