,,,,,,fear,Yes,3583,anger,"[{'x': 767, 'y': 584}, {'x': 764, 'y': 582}, {'x': 761, 'y': 579}, {'x': 759, 'y': 578}, {'x': 758, 'y': 577}, {'x': 758, 'y': 575}, {'x': 754, 'y': 571}, {'x': 751, 'y': 565}, {'x': 748, 'y': 561}, {'x': 748, 'y': 558}, {'x': 745, 'y': 554}, {'x': 744, 'y': 552}, {'x': 744, 'y': 551}, {'x': 744, 'y': 548}, {'x': 744, 'y': 546}, {'x': 744, 'y': 542}, {'x': 744, 'y': 538}, {'x': 745, 'y': 530}, {'x': 748, 'y': 523}, {'x': 752, 'y': 513}, {'x': 759, 'y': 502}, {'x': 765, 'y': 495}, {'x': 772, 'y': 490}, {'x': 782, 'y': 483}, {'x': 795, 'y': 479}, {'x': 808, 'y': 474}, {'x': 821, 'y': 470}, {'x': 838, 'y': 466}, {'x': 853, 'y': 463}, {'x': 876, 'y': 459}, {'x': 887, 'y': 456}, {'x': 896, 'y': 454}, {'x': 904, 'y': 452}, {'x': 910, 'y': 451}, {'x': 916, 'y': 450}, {'x': 921, 'y': 449}, {'x': 926, 'y': 448}, {'x': 929, 'y': 447}, {'x': 933, 'y': 447}, {'x': 937, 'y': 446}, {'x': 942, 'y': 443}, {'x': 948, 'y': 440}, {'x': 953, 'y': 438}, {'x': 955, 'y': 436}, {'x': 956, 'y': 435}, {'x': 957, 'y': 435}, {'x': 958, 'y': 435}, {'x': 961, 'y': 433}, {'x': 964, 'y': 432}, {'x': 967, 'y': 431}, {'x': 968, 'y': 431}, {'x': 969, 'y': 429}, {'x': 970, 'y': 428}, {'x': 972, 'y': 427}, {'x': 972, 'y': 425}, {'x': 974, 'y': 423}, {'x': 972, 'y': 423}, {'x': 951, 'y': 423}, {'x': 910, 'y': 423}, {'x': 845, 'y': 423}, {'x': 764, 'y': 423}, {'x': 690, 'y': 423}, {'x': 632, 'y': 423}, {'x': 604, 'y': 424}, {'x': 589, 'y': 427}, {'x': 583, 'y': 429}, {'x': 582, 'y': 429}, {'x': 580, 'y': 430}, {'x': 579, 'y': 430}, {'x': 578, 'y': 430}, {'x': 572, 'y': 430}, {'x': 562, 'y': 426}, {'x': 550, 'y': 421}, {'x': 541, 'y': 418}, {'x': 536, 'y': 415}]"
,,,,,,sadness,Yes,1169,anger,"[{'x': 778, 'y': 584}, {'x': 784, 'y': 578}, {'x': 787, 'y': 572}, {'x': 790, 'y': 567}, {'x': 793, 'y': 561}, {'x': 796, 'y': 555}, {'x': 800, 'y': 550}, {'x': 804, 'y': 545}, {'x': 808, 'y': 539}, {'x': 811, 'y': 535}, {'x': 813, 'y': 531}, {'x': 816, 'y': 527}, {'x': 818, 'y': 524}, {'x': 820, 'y': 521}, {'x': 823, 'y': 519}, {'x': 824, 'y': 517}, {'x': 824, 'y': 516}, {'x': 825, 'y': 516}, {'x': 826, 'y': 516}, {'x': 824, 'y': 521}, {'x': 818, 'y': 524}, {'x': 808, 'y': 527}, {'x': 789, 'y': 531}, {'x': 777, 'y': 532}, {'x': 763, 'y': 532}, {'x': 748, 'y': 531}, {'x': 732, 'y': 527}, {'x': 712, 'y': 519}, {'x': 691, 'y': 510}, {'x': 665, 'y': 495}, {'x': 640, 'y': 482}, {'x': 617, 'y': 468}, {'x': 599, 'y': 456}, {'x': 583, 'y': 447}, {'x': 572, 'y': 437}, {'x': 561, 'y': 423}, {'x': 556, 'y': 413}, {'x': 552, 'y': 405}, {'x': 551, 'y': 399}, {'x': 548, 'y': 395}, {'x': 548, 'y': 394}]"
